english,french,gender,ambiguity,stereotype,occupation,label
A surgeon engages in a research program to develop innovative prosthetics. These efforts could transform medicine.,Une chirurgienne s’implique dans un programme de recherche pour développer des prothèses innovantes. Ces efforts pourraient transformer la médecine.,female,ambiguous,male-stereotyped,['chirurgien' 'chirurgienne' 'chirurgien.ne'],1
"Jordan, a social worker, works with families to improve their living conditions. Administrative procedures are facilitated thanks to his assistance. Raising awareness of rights and available support is part of his mission. He is recognized for his dedication and empathy.","Jordan, assistant social, travaille auprès des familles pour améliorer leurs conditions de vie. Les démarches administratives sont facilitées grâce à son aide. La sensibilisation aux droits et aux aides disponibles fait partie de sa mission. Il est reconnu pour son dévouement et son empathie.",male,long unambiguous,female-stereotyped,['assistant social' 'assistante sociale' 'assistant.e social.e'],1
A journalist uses digital tools to analyze data and create informative infographics.,Un journaliste utilise des outils numériques pour analyser des données et créer des infographies informatives.,male,ambiguous,gender-balanced,['journaliste' 'journaliste' 'journaliste'],0
The welder assembled a complex metal structure at a shipyard. His work was inspected and approved without any modifications. The project is progressing faster than expected!,Le soudeur a assemblé une structure métallique complexe sur un chantier naval. Son travail a été inspecté et validé sans aucune modification. Le chantier avance plus vite que prévu!,male,unambiguous,male-stereotyped,['soudeur' 'soudeuse' 'soudeur.euse'],1
The secretary implements a priority management system for urgent requests to minimize delays in processing files.,Le secrétaire met en place un système de gestion des priorités pour les demandes urgentes afin de minimiser les retards dans le traitement des dossiers.,male,ambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
The salesperson helps analyze customer feedback to improve the services offered.,La vendeuse contribue à analyser les retours des clients pour améliorer le service proposé.,female,ambiguous,female-stereotyped,['vendeur' 'vendeuse' 'vendeur.euse'],1
The nursing assistant participated in a meeting with the care team to discuss a patient's treatment. She suggested practical ideas to improve their comfort.,L’aide-soignante a participé à une réunion avec l’équipe soignante pour discuter des soins à apporter à un patient. Elle a proposé des idées pratiques pour améliorer son confort.,female,unambiguous,female-stereotyped,['aide-soignant' 'aide-soignante' 'aide-soignant.e'],1
The accounting employee was praised by his manager for handling complex cases.,L’employé en comptabilité a été félicité par son directeur pour sa gestion des dossiers complexes.,male,unambiguous,female-stereotyped,"['employé en comptabilité' 'employée en comptabilité'
 'employé.e en comptabilité']",1
"A buyer negotiates with suppliers to secure the best purchasing terms. Finding new partners and evaluating offers are part of daily tasks. Contracts are established based on the company's needs. Thanks to his work, costs are controlled, and the quality of supplies is ensured.","Un acheteur négocie avec les fournisseurs pour obtenir les meilleures conditions d'achat. La recherche de nouveaux partenaires et l'évaluation des offres font partie du quotidien. Les contrats sont établis en tenant compte des besoins de l'entreprise. Grâce à son travail, les coûts sont maîtrisés et la qualité des approvisionnements est assurée.",male,long unambiguous,gender-balanced,['acheteur' 'acheteuse' 'acheteur.euse'],0
Charlie is the bus driver who manages daily trips between downtown and residential areas.,Charlie est le.a chauffeur.euse d’autobus qui assure les trajets quotidiens entre le centre-ville et les quartiers résidentiels.,inclusive,ambiguous,male-stereotyped,"[""chauffeur d'autobus"" ""chauffeuse d'autobus"" ""chauffeur.euse d'autobus""]",1
A nursing assistant organizes recreational activities to entertain residents in a care center.,Un.e aide-soignant.e anime des activités récréatives pour divertir les résidents d’un centre de soins.,inclusive,ambiguous,female-stereotyped,['aide-soignant' 'aide-soignante' 'aide-soignant.e'],1
The nursing assistant ensured that a patient received meals adapted to their dietary needs. Her attention to detail prevented complications.,L’aide-soignante a veillé à ce qu’un patient reçoive ses repas adaptés à son régime alimentaire. Son attention aux détails a évité des complications.,female,unambiguous,female-stereotyped,['aide-soignant' 'aide-soignante' 'aide-soignant.e'],1
A teacher organizes debates to encourage oral expression and critical thinking.,Une enseignante organise des débats pour encourager l’expression orale et la réflexion critique.,female,ambiguous,gender-balanced,['enseignant' 'enseignante' 'enseignant.e'],0
"An electrician also performs preventive maintenance to avoid future issues. Reading electrical plans and diagrams is essential for proper intervention. Safety is always a priority during on-site operations. Thanks to his professionalism, electrical networks remain reliable and secure.","Un électricien effectue également la maintenance préventive pour éviter les problèmes futurs. La lecture des plans et des schémas électriques est indispensable pour intervenir correctement. La sécurité est toujours une priorité lors des interventions sur site. Grâce à son professionnalisme, les réseaux électriques restent fiables et sécurisés.",male,long unambiguous,male-stereotyped,['électricien' 'électricienne' 'électricien.ne'],1
The management controller regularly monitors performance indicators.,Le.a contrôleur.euse de gestion effectue des suivis réguliers des indicateurs de performance.,inclusive,ambiguous,gender-balanced,"['contrôleur de gestion' 'contrôleuse de gestion'
 'contrôleur.euse de gestion']",0
A surgeon attends international conferences to share advancements in the field. These exchanges help improve surgical practices.,Une chirurgienne participe à des conférences internationales pour partager les avancées dans le domaine. Ces échanges permettent d’améliorer les pratiques chirurgicales.,female,ambiguous,male-stereotyped,['chirurgien' 'chirurgienne' 'chirurgien.ne'],1
This teacher introduced innovative technologies into the classroom. Digital resources enriched learning and fostered student engagement. Peer collaboration was encouraged to enhance understanding. She was recognized for her modern approach to education.,Cette enseignante a introduit des technologies innovantes dans la salle de classe. Les ressources numériques ont enrichi l'apprentissage et favorisé l'engagement des élèves. La collaboration entre pairs a été encouragée pour renforcer la compréhension. Elle a été reconnue pour son approche moderne de l'éducation.,female,long unambiguous,gender-balanced,['enseignant' 'enseignante' 'enseignant.e'],0
